"presence","x","y","cells","bio1","bio12","bio15","ntl","pop_dens","dist_karst","perc_water_bodies","perc_evgrn_ndlf_forests","perc_evgrn_brdlf_forests","perc_decid_brdlf_forests","perc_mxd_forests"
0,106.225,22.925,1806,19.4441299438477,1588.58093261719,89.1811447143555,0.283661156892776,77.5320358276367,0,0,0,3,0,5
0,106.475,22.925,1811,20.3727283477783,1579.81909179688,88.8134613037109,0.30733448266983,119.767272949219,0,0,0,38,0,0
0,105.475,22.875,1978,20.4116992950439,1577.13330078125,90.3367538452148,0.318693548440933,62.386962890625,0,0,0,9,0,7
0,105.725,22.875,1983,19.6833438873291,1533.36669921875,90.4705123901367,0.273356288671494,54.3952293395996,0.0500000007450581,0,0,0,0,3
0,106.525,22.875,1999,20.6960945129395,1569.96667480469,87.9880676269531,0.388210296630859,105.409248352051,0,0,0,20,0,0
0,105.375,22.825,2163,20.4220600128174,1655.21423339844,91.2119293212891,0.275757104158401,63.7680892944336,0,0,0,20,0,9
0,105.775,22.825,2171,17.9363040924072,1616.77624511719,91.552116394043,0.275630623102188,54.3952293395996,0,0,0,3,0,6
0,105.925,22.825,2174,20.5070285797119,1523.66320800781,89.566276550293,0.256081521511078,65.0868301391602,0,0,0,16,0,1
0,106.075,22.825,2177,21.8637237548828,1424.82653808594,87.1123275756836,0.28047314286232,90.1309280395508,0.0707106813788414,0,0,6,0,0
0,106.225,22.825,2180,19.8926792144775,1599.90954589844,89.5342559814453,0.276739418506622,84.3330535888672,0,0,0,39,0,0
0,103.325,22.775,2309,15.6149759292603,1609.86669921875,86.1045455932617,0.315228998661041,186.812759399414,0,0,0,50,0,0
0,104.625,22.775,2335,19.5894050598145,1682.06665039062,92.9965591430664,0.285903215408325,114.070404052734,0.111803397536278,0,0,0,0,0
0,105.175,22.775,2346,21.6999683380127,1906.24755859375,91.6540985107422,0.292424321174622,67.840705871582,0,0,0,27,0,2
0,105.275,22.775,2348,21.0409774780273,1765.52893066406,91.5840530395508,0.27762895822525,67.4066848754883,0,0,0,8,0,3
0,105.375,22.775,2350,21.2816886901855,1682.90002441406,91.0904998779297,0.297696888446808,66.7939071655273,0,0,0,0,0,5
0,105.425,22.775,2351,21.6321392059326,1646.63330078125,90.6440124511719,0.30448254942894,65.2861480712891,0,0,0,10,0,23
0,105.675,22.775,2356,19.6368522644043,1583.9619140625,91.0440063476562,0.269544422626495,55.2724342346191,0,0,0,7,0,5
0,106.425,22.775,2371,20.5653991699219,1598.04760742188,88.6168594360352,0.273096859455109,102.287910461426,0,0,0,31,0,0
